excerpt,post_date,user_name,user_rating,rating_useful,rating_funny,rating_cool,user_status,reviews[].user.id
"This bar is the only bar you probably wait the less amount of time to get a drink. the dance floor is pretty big if people have been to voodoo its about the same size. I went on a day where there was no asians. I love my asian crowd, I also love the other ones too just make when you dance dont slip on the floor cuz its always wet. The only reason why i gave it minus 2 stars is the bouncers are JACK OFFS i was standing a little off the dance floor and he pushes me back in hella hard making me spill my drink and then he kicked me out but the guy in the front let me back in due to my story. so that was cool",3/26/2008,thien h,3,0,0,1,316,
"Went here on a Friday night and the bartender that was serving us was so fun!!! He was awesome. Anyway, when I went it was super cool, mixed crowd! I loved it. However, there were some old men up in there (at least in their 50's) who try to act young, but thats ok! young at heart i guess! Bathrooms are nice too =)",3/25/2008,Marevie T.,4,0,0,0,525,
"The sliders are OK... decent.

Doormen are dicks.

Just a quick note to doormen in general, you guys have elitist roles, but you don't have to be dicks about it. Try watching ROADHOUSE... how embarrassing to say, but you can learn a thing or two from Swayze! Hahahahahaha!

I got food poisoning here once, so would I go back? I prefer not to.",3/25/2008,Minty O.,1,2,3,2,230,
"I was here last week and had a lot of fun!  But, I'll have fun anywhere that has Vodka and plays BEL BIV DEVOE!  Hell yeah!!

There was some ghetto there... but it was Friday night in Downtown San Jose.  Of course there was.  Some guy tried to pick a fight with my friend bc he was in his dance space.  Umm.. yeah there's about a 10'x10' dance floor and a buttload of people.  People are going to touch.

Anywho... I really liked the DJ - he played all the new stuff but snuck in some old school classics (i.e. Bel Biv Devoe).  Did I mention I like Bel Biv Devoe?  Ok thats enough.",3/20/2008,Nancy C.,4,3,5,3,177,
I went there with my gf and a few friends.  It was a nice day and the doors were open and the people were flooding in.  It was during happy happy so there were tons of people.  Great food and beer for a decent price.  It's a nice place to go and people watch.  It is at a good location if you want to hit another bar or go dancing afterwards.,3/6/2008,Toan T.,3,0,0,0,29,
"Omigosh...this place brings out the ghetto-ness from within. I almost got into full on catfight with some girl because she was invading my dancing space. Our friends had to split us up, and it turned out that one of her friends was friends with one of mine. I think I'm a pretty nice and mellow person, so if that can happen to me...it can happen to you. I still think it was her fault because she was bigger than me and she thought she could shove her way around. We went because there was no cover and we could dance, but it was a big mistake. We haven't been back since. BTW, that was back in 2005 and I still can't believe it. Two stars because I never had issues with getting in, and the sliders were pretty tasty.",3/5/2008,Mary T.,2,1,1,1,637,
"There was once a trashy girl from Wisconsin who used to bring me here when our shift was over at Santana Row.  I'd drink beer after beer and people watch while her and her friend straddled striped shirt wearing guys on the stools and proceeded to lean over so their g strings were on full display while their Coach bags soaked up alcohol on the bar.  

She may have moved back to cheeseland but I still think about those random times we came here when I'm walking to my friends' apartment nearby.  It really makes me appreciate my life right now.  At least the drinks were free.",3/5/2008,Veronica V.,3,4,2,3,494,
"First off they checked my ID, so I guess they say I look under 35 flattery is nice but that was insulting. I understand that the SJPD overwork this place.
Next up where to sit...kind of confusing and not inviting. Why would people sit at the bar it be nice to have a booth to slip into.
Beer was nice but not cold, menu interesting with the Happy Hour but we didn't get the Happy Hour price. Maybe because the choices were less than appetizing.
Lastly, where was the check and why did the bartender get a sex change? A guy into a girl and girl into a guy. Trust me I am all for great food and good beer but they don't get a star because the price, less than atmosphere inviting, and while tasty burgers I think over charging for a Ceasar Salad is the deal breaker.",2/26/2008,Patricia A.,4,0,0,0,531,
"1 star for making people line up and wait outside in the rain when they weren't even busy!!

On Saturday night, my girls and I went out for drinks.  Well, we didn't really know where to go so a doorman from a bar we left recommended San Jose Bar and Grill for dancing and a fun but laid-back crowd.  Well, we walked there in the rain, and then when we got there, they had a line out front... but NO awning!  My girls waited at the back while I walked up front to peer into the club and, it wasn't even busy!!  Now, I understand making your club look busy by keeping people lined up on a nice night but in the damn rain?!  They were having their peeps wait outside IN THE RAIN for NO REASON!!  

That is so not cool.  I'll never go there again.  Instead, we walked across to Loft and had a night of drinking, dancing and fun DRY conversation.",2/7/2008,Susan D.,1,3,3,2,977,
"SJ Bar and Grill can be summed up in 4 words:  piss poor customer service.  The staff is disgruntled and often more wasted than the customers.  Here's the transcript of one of my encounters:

Me:  ""You didn't put any Grey Goose in my Cranberry.""
Bartender 1:  ""Yes, I did.""
Me: ""No, you didn't.  I just watched you make it.""
Bartender 1 continues to argue with me.
Bartender 2, who is completed sloshed btw, tries to get in the mix: ""I SWEAR I put Grey Goose in there.  You are wrong!""
Me:  ""Who are you?!  You didn't even make my drink!  Where did you come from and why are you talking to me?""
""Manager"":  We are not going to remake your drink.
Me:  I don't want it remade.  I want what I ordered.  I'm not going to pay $10.00 for an Oceanspray Cranberry, sans the vodka.

Bottom Line:  The bartender begrudingly adds vodka to my fruit juice, and tells me that he is ""only going to do it this time.""

The dance floor is tiny, and no one starts dancing until about midnight or later - you know, once they get some liquid courage in them and start feelin' brave.  The clientele is a mix between wanna-be thugs, cholos, and some older folks, very reminicent of Toons! ; p

This place is under new management, as of a couple months ago, and it has gone downhill ever since.  I will NEVER patronize SJ Bar and Grill again.  For the $5.00 entrance fee, save yourself the headache and take your money to Smoke Tiki.

Was this review …?",1/17/2008,Ceece S.,1,6,5,5,75,
"Free beers, hanging with friends and Miller girls... good times.  No complaints",1/16/2008,iPunchfish -.,4,1,0,1,260,
"Same story as Tres Gringos.

Good for weekday happy hours and for watching the game. One good thing: San Jose Sliders. Get a couple drinks and a shot. Service is hit or miss.

I went there on Saturday night this many times: 1.  Weird wannabe gangstas repping the bay on their matching shirts and hats. Todd B. is right. I don't know what it is about this place and heavy girls. Nothing against the big-boned sisters, but why do they all come to SJBG on Saturday? I felt ogled...and I'm not really sensitive to that or good-looking. Maybe there's some Samoan discount there that I don't know about. Also there was a little person who was getting all freaky on the dance floor but then got bounced for taking his pants off.",1/14/2008,Berg W.,2,3,9,2,297,
"This review is not for a crazy San Jose State saturday night...it's for a random tuesday happy hour.  They have some really great bartenders, and then they have some really horrible ones.  There's a bald guy who makes great drinks and gives good service, and a few other cool guys and girls.  There are also a few lame ones.  I think the good ones outweigh the bad.  

Their greasy food sometimes really hits the spot.  We lived around the corner and would frequent sjbg quite often for cheap food and drinks and to watch some kind of sporting event.

I will say that the 2 times I came here on a Saturday night, I left feeling really good about myself because the crowd is pretty funky.  Who goes here to ""go out"" on a regular basis? My favorite time was when the little person who kept trying to hump me and my friends on the dance floor got kicked out for taking off his pants.",1/10/2008,Elizabeth G.,2,1,0,1,322,
"Maybe this place has changed from when I resided in San Jose ( 99-05) I seriously doubt it. When I did live here this was a great place to meet a THICK mexican chica, get shot at by an ese, or attacked by one of 10 police that are just itching to bust someone. Too busy to order a drink on weekends. Dead on weekdays. You're better off going to Loft.",1/10/2008,Taj A.,1,2,2,2,375,
"What typifies a stereotypical San Jose hangout? Loud boisterous physically challenged boys and skankily dressed girls.  Go to San Jose Bar & Grill on a Saturday night and you'll see a fine cross section of that.  So I suppose that makes this place... a stereotypical San Jose hangout, which I have no other option but to avoid.

On a weeknight, though, this place is quiet as heck - the Hefeweizen is cold, the sliders / mini burgers tasty (albeit greasy), the service quick and courteous, and the big screen TV showing NBA / NFL / younameit games.  Awesomeness.

Lesson learned: Avoid coming here on the weekend and getting into a situation wherein you have to deal with powertripping bouncers, overeager men, skanky women, and irate bartenders.  The Loft is just across the road.",12/30/2007,A E.,2,2,2,2,847,
"Fun vibe - i like all the options to sit outdoors, indoors, indoors by the widescreen, or right at the bar (easy access!)

the staff has always been really friendly and helpful, going out of their way to help with the gas heaters on the patio or to chat about drinks, and they hooked up the DD with free (and good) drinks.

Each time I've gone on a weekday, and it was a mellow crowd, so don't get thrown off if you're not into their weekend scene.",12/3/2007,Katrina O.,4,0,0,0,116,
"This place is ok, I guess.  I try to avoid this place on weekend nights because it usually fills up with bros and girls who like bros.  I'm none of the aforementioned.  

The food is ok here (your typical greasy bar food) and it's a pretty good place to watch football games on Sundays that you can't watch on network television due to the shitty Raiders game playing.  Yeah, I said it.

Minus one star for the twat for a bouncer who questioned the validity of my driver's license because it didn't have the right height.  Dude, i was 15 when i got that thing and hadn't reached my growth spurt.  Relax.",12/3/2007,Gene A.,1,3,1,1,411,
"Usually try to avoid downtown SJ except for Wednesdays! SJ Bar&Grill chicken wings, tater tots, and cheap beer to wash it all down. Last time I came I got 32 chicken wings for free b/c the waitress messed up our order and instead of putting down 8 chicken wings she put 4 orders of 8 chicken wings, and forgot to charge us. Sweeeeeeet.  

Otherwise, this place just ain't happenin at all. Atmosphere is kinda dead and so is the music.",11/13/2007,becky s.,3,2,1,1,163,
"For those who look waaay beyond 21 years old, do not go here, unless you want to be treated as if you're an 18-year-old with a fake ID.  Did the waitress really have to take 20-seconds to look at my ID? She also looked at the back... have no idea what that would determine.

We gave her a credit card for our tab, but decided to pay for it in cash.  The waitress didn't give the card back until she counted the money right in front of us.  I understand servers having bad experiences in bars, but trust me, we didn't look like we were heading out the door in the next second.  

The reason for the 2 stars:  another time I went there and the bartender commiserated with my friend and I about the immaturity levels of the customers at this place... he was pretty amusing.",11/8/2007,Angie M.,2,1,3,0,235,
"Why San Jose?  Why must you perpetuate the stereotype that we are bunk, and why does San Jose Bar & Grill follow the same methodology?  I hate when people say SJ is bunk...but the nightlife in our lovely city is sketchy and not helping.  For some reason, I thought Thursday night was  happening...but I guess not in SAN JOSE...or at least not at this venue.     Although nice staff, and lots of TV's...this place was empty.  $6 for wine-what was I thinking right? I was in the mood since I was supposed to go to a WINE PARTY, but that glass was 2 buck chuck at a higher price.  
With a group of people, this place might be fun...but come in flip flops and shorts...nothing dressy about this bar.  Ladies...no need to get cute...take my word for it!",10/19/2007,Flor D.,2,1,3,2,904,
"Went out with a couple of friends to talk and have a drink or two. We walked into Tres Gringos on a Wednesday night realized they didn't sell pitchers unless you were going to play beer pong so we turned around and walked next door to San Jose bar and grill! As we were about to walk in the bouncer tells my friend he cant come in wearing sports attire. (he was wearing a 49rs jacket) We thought this was dumb because we had just walked in a moment earlier and no one had said anything. Anyway my friend went and left his jacket in the car and then he was allowed in. Later that night we see other dudes walk in with baseball caps and other clothing with sports logos. At this point we were all already eating a drinking so we were like that sucks, but whatever.

Pitcher of Blue Moon was 18 which I thought was a bit pricey but hey it was good beer. It was pretty empty when we got there around 10:30 which is what I expected on a wed night. We sat at the bar and received decent service. The only reason I say this is because I left my chicken wings unattended for a sec and before I knew it it had been cleaned out from the bar! Apparently I hadn't realized I was done :(   Other than that, bartenders were nice and prompt. They do have a special (don't know if its only on Wed's though) chicken wings=37.5 cents each and then they also have certain beers in a can for $2. Wish I had figured that out before I ordered the pitcher of Blue Moon.

To my surprise, at around 12:45 it began to get crowded. I guess ppl like to drink and have chicken wings in the early hours of the morning in San Jose,  who knows maybe I just had one to many beers and was seeing more people than where there?!
Overall I had a good time",8/28/2007,Ana O.,3,1,0,0,13,
"Nice place to go to when its NOT busy. Meaning, thurs, fri, or saturday night. During those times, its super crowded, and a sausage fest. But that IS ""Man Jose"", so its expected. The crowd is more diverse which is nice compared to the AzN crowd at Tiki, taste, studio8/vivid, etc. But like all places, as mentioned, lacking enough females to come even close to make the ratio 2:1. Not a place I would recommend to go meet girls unless you are ready to be persistent and bring the best game you have.

However, when this place is not crowded, even on thurs,fri, sat. before 10, its a nice place to hang out with friends and grab a drink. Especially when they are not playing loud music, they have nice HDTVs to watch sports thats ACTUALLY broadcasted in HD (i laugh at places that have nice HDTVs but play non-hd channels). I'll also add the tots with the cheese is very good.",8/26/2007,Eugene N,3,0,1,0,407,
"Quick story: there on a crowded night, music going, and I get a phone call from people trying to meet up.  They have the doors divided so that you can line up to enter on the left or exit on the right.  I step into the not-at-all-crowded ""exit"" area to finish my whole sixty seconds of conversation and immediately get interrupted by a bouncer telling me to move.  Okay, can't block the exit (even though I'm not blocking anyone), sure, no problem.. I'll move.  

So I step outside about 3 strides and finish my conversation in less than thirty seconds.  I turn around to walk back in and the same bouncer refuses to let me in the door he just practically pushed me out of!  I'm a nice guy and I figure the bouncers take shit all night, so I don't even give any attitude, just a quick: ""Seriously, dude?  I have to go get in line because I took a phone call?  You made me walk out here, even!""  Nope, despite the fact that I have drinks I haven't paid for inside, I have to get back in the fairly long line just to show my ID again.  

Did the only thing I could do.  Showed my ID, got back inside (to cries of ""where'd you go, man? damn!"") and told my story to my fellow barhoppers.  We all immediately settled our tabs, downed our drinks and left the place to spend our money in more pleasant havens.  Haven't been back since.  

---

Just to balance this out, my first couple of visits here were during the day.  It was quiet, just a few folks watching the TVs and drinking beer.  I ordered good food that was delivered fast, and the bartender kept the drinks coming.  Seems like others reviewers have seen the same sort of pattern: nice place for happy hour or a daytime drink, lousy place to party at night.",8/7/2007,Paul R.,2,2,1,1,38,
"Service here is absolutely horrible! It's not completely the waitresses' faults - there are just too many people here on Wednesdays when wings are 4 for $1.25 and tots are $1.50 for a huge basket. I haven't been back here in a while, but when I used to go with my friends, it was always a good hang out spot.",7/13/2007,Tony L.,3,1,0,0,238,
"Simply put, this place is mediocre. The service isn't that good, the atmosphere is just alright and the food is not worth waiting for.  After going there, you'd probably wish you had gone to one of the many other places on the same block.",7/11/2007,Trisha H.,2,2,0,1,15,
The only time I go here is on Wednesday nights after 10pm. The Wingers are only 25 cents each and they taste sooooo good. Also the tator tots are fried perfectly where they nice and crispy and hot in the inside they usually sell these there during the day for $6.00 which is ridiculous but on Wednesdays its only a $1 ! Also the sloppy joes are pretty good. For beer they have a bucket special with I believe 5 beers but you only have the option of Keystone or Hams (which is pretty much water),5/24/2007,Tony V.,3,1,1,0,24,
"The only good thing about this place? Wednesday night wingers...

Other than that..it's pretty dead sometimes. There's usually more guys than girls. The music they play is pretty good. Right next door to this place is Tres Gringos, which is basically the same thing. The smoking area here is pretty crammed. I was here one night out in the smoking area, and almost got into some drama because I bumped into some guy. Drinks are ok, but a little bit on the steep side. The only other perk is that there is no cover to get in. I'd rather go to Tiki lounge...",5/24/2007,Tam H.,2,2,1,1,194,
"got sausagefest?  this place gets so crowded!!!  i hate it.. it's hard to buy drinks and talk to anyone because the music is so loud!!  tons of drunk folk here, if that is your scene.. i try to avoid this place when i go bar hopping.  drinks are cheap but still not worth it for me.  i have never tried these tator tots everyone is talking about but i will if i ever go to this bar again.  obnoxiously close to tres gringos.",4/19/2007,ali c.,1,3,1,0,594,
I like going here for their happy hour on Wednesday!! Their wings here are good and i really like the sloppy joe sliders and the tater tots. However they did raise the prices on all of them. The wings are .37 cents now instead of .25 cents. A great area to hang out with friends. I'm usually only here on Wednesdays though.,4/7/2007,Lloyd C.,4,0,0,0,151,
"If you like sausage sword crossing, or getting in fights with fake thugs and their over hyphy youngsters who can't get into the place cause they are underaged, or see your girl get visually gangbanged while you get your ass kicked by drunk retards or see whatever over juiced professional football player in their overly tight shirts, or you just want to grope a scantilly clad shortee (and inevitably get your ass kicked by any of the people stated above), then this is the place for you.  I MEAN C'MON-- everytime I pass by there, shit always happens where people exchange fists to faces!!!  REALLY?!!!??!!  Do I need to guard my grill? REALLY!!!??!? Do I need to pack heat? REALLY!!???!! DO I need to roll in that place 10 deep or more? REALLY!!!???! Is this the place I want to be on a night out on the town? REALLY??!?!!!? This place and Tres Gringos makes 2nd Street fake thug central and one of the big reasons why SJ nightlife is a piece of shit.

SJ Bar & Grill = not a good look, boo.

(And if you're wondering, I gave it one star because I can't give it zero stars.)",1/29/2007,Jeff G.,1,3,4,2,39,
"I'm writing this review based on happy hour, since I haven't been there when it's really busy later on.  Happy hour runs till 7, which is nice.  Beers are $3 or $4.  They'll also offer one thing from the bar menu for $4 each day.  We've had the little slider burgers, which are so tasty, and they come with great fries.  The wings are good too.  The bartender recommended that we order the wings with a mix of the mild and hot sauces, which was a great call.  Also tried fried calamari which was good too.  

Good place to go for dinner before a movie.  It was kind of dead, but that just meant that our food was ready fast and the bartenders (who were very nice) got us more beer as soon as we needed it.", 1/6/2007,Alice M.,4,1,0,0,57,
"Very busy late night place.  But too many cops and A$$ holes; which seem to go hand in hand.  

Great for watching sports.  Thier sliders (mini burgers) are really good.  plenty of TV's to watch.  

A good place to add to your bar hopping.  As well as tres gringos right next door.",12/28/2006,Biff M.,3,1,0,0,8,
Over Crowded. Too many drunk retards and wanna be celebs. Music is horrible. Very limited seating. Too loud to hear person next to you. Bartenders cater to regulars. Men largely out number women. Bouncers on steroids. Drinks are over priced. Cop central outside the doors. Pretty much sucks no matter which way you slice it,12/26/2006,Erik G.,1,7,2,3,39,
"very diverse crowd with decent drinks, should be a stop for everyone on the SJ bar rounds",12/16/2006,Charles C.,5,0,0,0,242,
"By the time the group and I got here, it was probably past 12 and so most people were faded, the floor was wet, and the music had become lame 80s type beats.

My bf had been here before and said the tater tots were awesome...but we didn't get a chance to actually order up any food.  He went to buy me a water but the guy who handed it to him seemed busy so he was like..whatever...free water for you.  NICE.

Otherwise, the mixed crowd was cool, a little more ghetto but still cool.  It was more the wet floor of spilled drinks and the music that is only fun/funny if you're drunk that got to me.  Would go back again if this was the last place we could go to get some drinks and dancing on.  Should've stayed at Temple.",7/19/2006,Winnie L.,2,1,1,0,108,
"One of my many Happy Hour spots.  It is nice to find a place that still serves TATER TOTS! You would think you could only get those in school at the cafeteria! Well I love me some Tater Tots and I put em in my pocket like Napolean and save em for later. (I Kid! I kid!) Anyhoo, if you are here having a nice beer on tap...try their SLIDERS!! Very good! Depending on the day, there are different happy hour specials.  But for the Sliders...HANDS DOWN ..TRI TIP SLIDERS are tasty! The teriyaki chicken aint bad either.  Something about little burgers.......",6/23/2006,Marialinh L.,3,1,2,0,49,
"Wednesdays are great for 25 cent wings, $2 tater tots, $4 sloppy joe sliders, and much more; I wouldn't come here otherwise.  I like  their ""island""-style bar, which is right in the middle of the entire place and it's not too difficult to get a drink.  I think SJ Bar & Grill is one of the more mature/decent bars in San Jose next to Britannia Arms.", 4/3/2006 ,Tiffany T.,3,2,0,0,211,
